reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,day_diff,helpful_yes,total_vote
A3LOG2WNW0U2WM,B007WTAJTO,"H_Huck ""Huck""","[0, 0]","Used it in a Samsung Galaxy S3 and it was ruined within a month.  Second one I went through on that phone.  Contacted Verizon, Samsung, SanDisk, Google, and read a lot of forums.  Turns out a lot of people were having the issue with that phone and these cards.Of course the girlfriend threw away the card so I couldn't return it, so I don't know if the issue was fixed or if was a bad batch of cards that went out or what.  It's been a few months and I haven't seen the problem as much as before, so I can only assume it was a bad batch.I've had another card in my phone for a while and haven't had any issues, so for now I can't recommend this specific card unless their issue has been addressed.",1,Think I got a bad one...,1359331200,1/28/2013,679,0,0
A22UER1GN8T7LF,B007WTAJTO,"Honest  John ""Truth""","[0, 0]",The card was good.  Haven't had a problem with it yet.  Good price.  Fit the product I bought it for.,3,Good Product,1393200000,2/24/2014,287,0,0
A29PQH8RIUG4KZ,B007WTAJTO,hrbud,"[0, 0]","Do not get this card especially if you plan on using it on an Android phone.  just google ""sd card unexpectedly removed"" and I found the problem is caused directly by this card.  I purchased a different brand and the problem immediately disappears.  Out of curiosity I tried mounting this card into a windows PC and on rare occasions the sd card does turn up empty, as if it was removed, so the problem is not limited to android.  I would avoid this card completely.",1,periodically unmounts!,1364256000,3/26/2013,622,0,0
A2T28XGN21AZ0A,B007WTAJTO,Hubert Farnsworth,"[0, 0]","UPDATE 6/18/14: Well, I suppose nothing lasts forever. After almost a year, the card has gone bad. I use the card a lot in my smartphone - a T-Mobile Samsung Galaxy S3 (SGH-T999). All my photos, voice recordings, and downloads go on this card, and the downloads are transferred to my computer almost daily via USB cable. A few days ago, a video file I transferred to my computer refused to play correctly. No video, and the audio was skipping and squealing, which I recognize as the sound of a corrupted file. I thought maybe the transfer didn't complete; tried it again, same result. I tried to play the file right on the phone, and it didn't play on my phone! I knew there was a problem. I tried copying the video to my phone storage and playing it there, still no luck. Then I deleted the video and decided to download it directly to my phone, not the SD card - EUREKA. It played perfectly.I formatted the SDXC card twice - once from the phone and once through Windows - and tried the same test. Downloaded video file to the card, then to the phone. Same result both times - it wouldn't play on the SD card, but it did on the phone. All videos used to play perfectly on the SD card. Finally, I swapped out the card for my older, Sandisk Ultra 32GB Micro SDXC card. Like magic, it worked perfectly no matter what I played on it. So yeah, the 64GB card is dead. I should note that the card performed flawlessly for nearly a year up until a few days ago.Thankfully, Sandisk Ultra products like this carry an incredible Lifetime warranty - or 10 years for regions that don't recognize ""lifetime""; their Extreme line of cards raise that to 30 years! I've contacted their support for an RMA so I'll update this review as events unfold. If they replace it quickly, I'll bump this back up to 5 stars.ORIGINAL REVIEW:I'm using a Samsung Galaxy S3 smartphone. Sandisk Ultra Micro SD cards have never failed me, and this one's no exception. I used to have a 32gb card. They're fast and reliable and never corrupt data, which is more than can be said for some cheaper brands like PNY (those fail quite often). I can't wait to get the new 128GB model!",3,Started corrupting files,1398729600,4/29/2014,223,0,0
ABKTE34F2D5GB,B007WTAJTO,"Huy Kim Ly ""Roy""","[1, 5]","I bought this with Costco Black Friday deal and started using just a couple of days ago.  Today when I was transferring video files from my phone to the card, I wasn't able to because it stopped half way.  Now, nothing can be written on it.It was purchased from Costco, so it's not a fake Microsdhc card.  I tested it out its authenticity with an app on Google Play and verified that it's real too.  Still, it's a piece junk.  What is Sandisk doing to its reputation?I would advise shopper to choose other brands over this.  Surely, it's cheap; but would you rather lose all of the important files that you store in it?",1,Broke after a couple of days,1353801600,11/25/2012,743,1,5
AYQ1LKYKODTNC,B007WTAJTO,Ignacio,"[0, 0]","After a small preasure while trying to remove it from a device it got brokenAlso, the I/O speed is not amazing, even for a Class 10",1,Gets easily broken,1365379200,8/4/2013,491,0,0
A1WBIIZ5KF7D6H,B007WTAJTO,Impetigo,"[0, 0]","I have to assume that the brand new 64gb SanDisk Ultra Class 10 SDXC card is responsible for the occasional video recording stutter/pausing that has happened since I started using it today.  Prior to that, never had an issue with my previous SanDisk SDHC card.  But today on its maiden trip, it has led each video (only 3-5 minutes long each) to have several performance issues that by default I have to attribute to the card since nothing else has changed and I've never had an issue in the four months that I've had my Galaxy Note 2.  No problems formatting this card though or installing/using it otherwise.",2,Can't handle recording 1080/60p video on Galaxy Note 2,1373673600,7/13/2013,513,0,0
A155F6U1GV9X9O,B007WTAJTO,Ironosity,"[0, 0]",Just started unmounting and remounting all by itself.  Really sucked the battery life for a while there. A quick google search showed this to be a common problem.  Oh well...,1,Died after 5 months,1364169600,3/25/2013,623,0,0
A2XEU185B1GGUL,B007WTAJTO,Iwillreviewlol,"[1, 1]","I have had the 32gb in my Galaxy S3 for almost three months and there were no issues. However, the phone just recently started telling me the card has unrecognized files or it is empty, causing the loss of my media. I chose to format it after seeing the error for too long, chalking it up to some random error. Somehow, yesterday, all of the files on my card magically reappeared and I was able to play my music again, despite having had the phone format the card. Shortly afterwards, the error reappeared. I put the card in my computer and it is simply not appearing. Shame, but I think this is a risky card to purchase.",2,Worked while it actually worked,1358208000,1/15/2013,692,1,1
A1SQAH9ARI8VOU,B007WTAJTO,"Jamming Jedi ""jammingjedi""","[0, 0]",I get the occasional dropped frames when using it to record HD video in HD camera. Solid for the 1 couple of weeks. Time will tell.,3,Its OK,1391990400,10/2/2014,67,0,0
A23JUO5YUF714C,B007WTAJTO,J. Arce Araya,"[0, 0]","Used on a Galaxy Note and so far it has been great, fast card and excelent brand, a+ performance !Update may 10 2013, it stopped working! It does not work with my Galaxy Note or my PC, sadly it is not recognized by any device...",3,"Great before, now not great, stopped working",1355529600,12/15/2012,723,0,0
A1RPVKI6X6SF6Q,B007WTAJTO,jason,"[0, 1]",Crashed... Lost everything... Thanks SanDisk.  Used in gs4..not a solid product couple years worth of stuff gone in an instant.,1,Crap,1382054400,10/18/2013,416,0,1
A3N2NF73BKRZZ3,B007WTAJTO,Jason,"[1, 1]","These have issues with gopro, do not use. The transfer speed is inaccurate, and gopro has even admitted it doesn't support this.",1,GoPro issues,1393372800,2/26/2014,285,1,1
A2T0PL1I0YJ5HU,B007WTAJTO,"Jason ""Smart Shopper""","[0, 0]","I ordered this memory card for my Drift Ghost-S action camera. I started getting errors and the camera was freezing and saying there was a storage problem. I assumed the camera was faulty and actually exchanged it for another camera. Same errors. I switched to a SanDisk Extreme card and never had problems again.If you're going to be recording HD video, especially at high frame rates then do not get this card. I'm sure it would be fine in any other scenario though, but it's advertised as a class 10/UHS 1 card and it's just not as fast as other class 10/UHS 1 cards.Drift Innovation (the company that makes the Ghost-S camera I use) has stated in multiple support tickets with me not to use any ""SanDisk Ultra cards"" because they do not perform fast enough for the camera and will result in slow card errors. They work ok until you try recording 1080p video at higher frame rates.",1,Not fast enough for 1080p video,1399334400,6/5/2014,186,0,0
A1FDFVQJXXMQEG,B007WTAJTO,"Javier Fonseca ""Javier Fonseca""","[0, 0]","It worked fine at a start and offered great speeds, but after a few months my cell phone started to eject and reconnect it several times per day (at least once per hour).  That made my phone eat up its whole battery life in half the time.  I installed Watchdog and noticed that the Google+ process also incremented its CPU usage.  I read somewhere that it was caused by this kind of problems with microSD cards, probably because the process was trying to scan the memory once inserted.  In another forum there are also reports of this kind of problems with some of the latest generation SanDisk microSD cards.Now I decided to purchase a Samsung one which can be found similarly priced.  My phone stopped acting up, and its battery life came back to normal.",1,It started giving problems after a few months of use in my Samsung Galaxy S3,1369526400,5/26/2013,561,0,0
AANX2UN8NPE22,B007WTAJTO,"jbwam ""jbwam""","[1, 1]","I just called Sandisk and they say they have a new card version that corrects the problem. 1-866-SANDISK (726-3475)Sandisk Tech says that the new package will show that the card is made after March, 2013 (don't know if that includes March, but probably does), and it should be corrected. Some older than late 2012 reportedly are ok.  Who knows.They even say that they will provide a free UPS return label.Of course, you are taking a risk as to whether the problem is really fixed, so keep backups.  I don't know what I would do.",2,Sandisk will replace failures due to bad batch...,1371168000,6/14/2013,542,1,1
A2061TSYMBADBN,B007WTAJTO,"JCB ""dependanSEA""","[0, 0]","Fast card while it worked.  Died less than a week after return period expired....  Must note though that that is the nature of any memory storage card or drive.  Some fail, some last forever.  Not SanDisk's fault, not amazons fault - it is what it is.  BUT it is for this reason that i think Amazon should extend the return period on items which fall into this category.  Dont worry amazon, i still love you - but feel like your played the role of a proctologist on this one...",1,Flash Memory is Flash Memory,1355443200,12/14/2012,724,0,0
A1ZPYISV1IKQ5O,B007WTAJTO,"J. Dominique Andre ""Dominique Andre""","[0, 0]","I bought it for my new galaxy note and I realized the device didn't recognize it...tried it on other devices, laptops, desktop, macbook didn't work...Very disappointed !",1,Not working (out of the box),1387929600,12/25/2013,348,0,0
A3O2CWAXF6ZTIL,B007WTAJTO,Jeff,"[0, 1]","This card was dead on arrival and did not work whatsoever. When copying files to it, the transfer speed was below 1MB/s and then when I would eject the card the contents I just transferred would be lost. The card refused to format, I got an error message that the lock was on when it was not. Definitely a dud. I exchanged for a Kingston card of the same size which worked and still works flawlessly.",1,Dead on arrival,1359676800,1/2/2013,705,0,1
A3JWSKJM8L3X9Z,B007WTAJTO,Jennifer,"[0, 3]",I don't notice any significant performance increase over the less expensive class 4 sandisk sd card.  I don't recommend this card.,1,Not really faster than class 4,1352764800,11/13/2012,755,0,3
A2C5WV9EDDVQCP,B007WTAJTO,"J. Enrique Ortiz ""okje""","[0, 0]","I bought it for a Samsung s3 and had continuous problems of messages saying it wasn't connected, etc.  Replaced it wit the equivalent Trascend and never had a problem for the past several months.  It would work on a PC with ana adapater and then failed to format in any device so I had to RMA given the lifetime guarantee.  A hassle.",2,"Didn't work on Galaxy s3, and finally neither in any other device",1402185600,8/6/2014,124,0,0
A1NA03MA07ZQJR,B007WTAJTO,jerzy p.,"[0, 0]",Quickly went bad. I used it for maybe 2 weeks. Better keep your receipt. Too bad i didn't.Bad deal. period.,3,so-so...,1374796800,7/26/2013,500,0,0
A2RH56LFPNV5P5,B007WTAJTO,Jesus Contreras,"[0, 0]","Unfortunately this sd card is not fully compatible with the samsung galaxy s2. I installed it and the phone would &#34;check&#34; it only to tell me &#34;SD card ready for removal&#34;. This was a continuous cycle and even after formatting to FAT32, NTFS, and FAT the card would not work and would revert back to exFAT format.I do recommend this product for those who can get it to work but my 3-stars rating is only due to a lack of compatibility listing on the product site.",2,Not compatible with my Samsung Galaxy S2 (Android 4.1.2),1365465600,9/4/2013,460,0,0
A36B2FVZMQ8JKT,B007WTAJTO,Jewell D. Britt,"[0, 0]","I chose this item because of the speed of the memory and also because of the SanDisk brand and I wasn't disappointed.  The memory works fine in my Motorola Razor-M cell phone allowing me to store movies, pictures, and music that I can play on my phone.  The adapter, on the other hand, feels flimsy and fragile.  I had trouble inserting it into two different readers and even then it felt like like it was going to break.  I have several other adapters and this adapter feels like the material is much thinner than the others.  Having said that, I didn't purchase the memory for the adapter I purchased it for the speed rating and compatibility.  All things being equal I would consider purchasing the memory again.",3,It feels fragile,1388966400,6/1/2014,190,0,0
AMY6O4Z9HINO0,B007WTAJTO,J. Foust,"[0, 1]","I have exclusively used Sandisk Extreme cards in my pro photography gear for years and they have NEVER let me down. This one is a dud, though. I plugged it in, let my phone format it, and then start copying to it. Everything copied just fine, but after I got done, that's when it started acting up.If I had my phone plugged into the computer and was using it as a storage device, I got tons of CRC errors and/or messages saying that I needed to format the card before using it. The phone would come up from time to time saying that I had inserted a blank card. If I reboot the phone, it works fine for a little bit, and the errors would start again. I thought maybe it was the way the phone formatted, so I tried to format it on the computer, but that didn't help anything.Very frustrating! Thankfully I've had it for 2 days before the trouble started, so it's going back to Amazon for a refund and I'll have to find a more reliable card for my phone.",1,Junk! Doesn't work in Droid Bionic with ICS!,1360281600,8/2/2013,493,0,1
ANGDA1CJIDD33,B007WTAJTO,J. Gauntlett,"[0, 1]",The card worked great at first. I've never had a problem with Sandisk in the past but I bought this card for my Galaxy S3 back in October and it was dead by December. I'm sorely disappointed by this purchase. Maybe it's just a faulty card but my experience was terrible so this gets one star.,1,Died after 2 months,1357948800,12/1/2013,372,0,1
A3V5JFM0T8ONKG,B007WTAJTO,"J. Gerving ""JAG""","[0, 1]","never looked to verify the capacity of this card, it is clearly labeled 64gb but when installed it clearly is not. When installed into any computer it shows 27.4gb available with 1.68 used. So beware if you order one to make sure you are getting what you pay for.",1,Shame on me,1390953600,1/29/2014,313,0,1
A2TYG64PIR3J8F,B007WTAJTO,"JM ""J.M.""","[0, 1]",Anybody getting this 64 GB card be aware that this card before use  needs to be formatted. The problem is that computers only format 32 GB or less ( I got only 28 GB formatted)  of the card. SanDisk don't tell that to nobody. So what's the use to buy such expensive card when you can only use 32 GB instead of the 64. You can Google it and discover that other people had the same problem. I wish i knew.I bought it to put it on my Galaxy Note 2 android phone. I think they shouldn't even sell the 64 GB or at least informed the people. I heard that there are applications that could make it work but when i buy something I expect that to work without the need of hassling around since i'm not a geek.,3,SanDisk 64 GB,1357257600,4/1/2013,616,0,1
A2MN19WI7J0ACY,B007WTAJTO,Joe Brawn,"[0, 3]","I bough it because it said it was fast, but not. I'm only getting 13Mb/s with an Galaxy Note II a very fast an excellent phone.",2,slooooowwww,1361750400,2/25/2013,651,0,3
A9JOWJVIASFJT,B007WTAJTO,"Joel R. Daniel ""JRDevo""","[0, 1]","Why is you buy a 16GB card and when you install it, you have only 14.8 GB? Exactly where does that 1GB+ I PAID FOR...go to?",3,I love it but....,1398643200,4/28/2014,224,0,1
A325O9D1B8RVQC,B007WTAJTO,JOE MAL,"[0, 0]",The class ten card failed and jamed my phone a KYOCERA RISE : it was replaced with another regular H D 32GB SanDisk card and is working fine. The micro SDHC CARDS are 1/3 less in price than they used to be and are a best buy by far.Your Music PalJoe Mal,2,Jamed,1389052800,7/1/2014,160,0,0
A3PH0NOMXEHO8J,B007WTAJTO,Joeyd1275,"[0, 0]","im so upset right now it just died , turned on my phone and all my movies pics music all gone. card just died after three months bullcrap.",1,worked in my galaxy s3 for 3 months then died,1353369600,11/20/2012,748,0,0
A1TIAMZ30UHLI4,B007WTAJTO,John,"[1, 2]","I was really excited when this came out I have a Mac Air and a lot of music and film on it so the ability to stick this in my MiniDrive was great, it was that or buy a 128GB MiniDrive Air which is like $30 more that this and I already had a MiniDrive.  Problem is its not very fast, not fast enough, my girlfriend has a new 128GB MiniDrive and it runs way faster than this in my old adapter and new sandisk 128.  Its great though 128gb in this little chip glad its out cause now its just a matter of time before they make it better.Thanks",3,"The Size is Great 128GB wow I doubled my mac air storage, but its not that speedy",1397606400,4/16/2014,236,1,2
A38U05AURS4RF2,B007WTAJTO,"John ""John N.""","[1, 2]","I have only had this for about 2 months and it is already dead. My GoPro doesnt see the memory card, my PC doesnt see the memory card, both of my laptops do not see it.",1,I have only had this for about 2 months and ...,1404432000,4/7/2014,245,1,2
A3Q4XKJDI1RLBR,B007WTAJTO,johnnydoggs,"[0, 0]","I bought two of these from a major electronics retailer to make sure I don't get a bootleg one and they both crapped out on me. I usually buy from amazon but I needed them rig away . So unless that company has bought a large batch of bootleg cards or maybe I'm retarded. I bought them from the same store but different locations. I have switched brands now. Not taking anymore chances just in case a flood of bootleg ones hit the retail chains too. It worked fine at first but as the card filled up both times, both times they died and my pc or phone couldn't reformat it or recognize it. Good luck if you buy this major name brand, I thought they were the best too but not for me I guess.",1,"Bought 2 from a major retailer , both died with info on it",1359417600,1/29/2013,678,0,0
ARS2C2RCNKK5V,B007WTAJTO,John Q,"[0, 0]","I bought this to store all my music on my phone, but it doesn't work. The phone has trouble reading from the card, and I keep having to reformat it. Buy one from Sony or some other company instead, especially if you have a GS3",1,Does not work well with Samsung Galaxy S3,1392768000,2/19/2014,292,0,0
A2LR5O37FLIADQ,B007WTAJTO,"John Seidner ""John""","[0, 0]","Was working fine for 2 months. Randomly stopped working. Is not recognized by my computer or cell phone. I am beyond the Amazon return window, so this absolutely sucks.Wasted my money.",1,Died after 2 months,1355529600,12/15/2012,723,0,0
A2HHDDYLFIQWYA,B007WTAJTO,Jonathan,"[0, 0]","This is the second SanDisk micro SD that I've had to return due to some sort of error.  I am thinking I just have bad luck and hopefully 3rd time is the charm.During the time it was working properly, it seemed to be quick.",3,had to send this back,1361750400,2/25/2013,651,0,0
A32SE19753YIL4,B007WTAJTO,Jon Daley,"[0, 0]","I first tried putting it in my camera, without formatting.  It just said &#34;insert another card&#34;.  I put it into my linux computer, and it output lots of errors in the syslog, and fsck wouldn't work at all, just error'ed out, so I couldn't even format it.My windows computer couldn't recognize it either, though it tried to format it.  My phone didn't give any errors, but I wasn't able to really test it there.  (I do wonder if just the mini to standard adapter is the problem, since my phone has a mini slot, and everywhere else that I tried it needed the adapter...Exchanging for a different brand, and I'll see what happens.",1,"Didn't work with my sony windows computer, my panasonic dmc-zs15, or my debian linux computer",1368921600,5/19/2013,568,0,0
A18DV63JGL02ZS,B007WTAJTO,Jonelle Phillips,"[0, 2]",I purchased four (4) items from amazon and when I opened the box my 32gb memory card was missing. So rating this product is truly impossible,1,VERY DISAPPOINTED,1380240000,9/27/2013,437,0,2
A13R24I6V73XS8,B007WTAJTO,Joongyu Lee,"[0, 0]","It works fine with my galaxy note 8.0... it is hard to review now for performance, but the price is good... I think.",3,Works fine,1371600000,6/19/2013,537,0,0
A3GKH4EECUO494,B007WTAJTO,Josh D. Ladd,"[1, 2]","Everything transfered over to my new SD card fine, but now my phone will randomly lose the SD card and have to search and re-scan it. Tried another SD card and no problems. Now I can only get a refund since its out of stock.Updated 12/9/12-SD card will not not work. My phone or computer will not read it. Lost everything. I'd advise if you are looking to purchase an SD card look at another brand.",1,Having Problems already!,1354752000,6/12/2012,909,1,2
A4GG3XDJK1R1V,B007WTAJTO,"Josh ""Josh""","[0, 0]","Even though it says my review is for the 32gb version it's for the 64gb. Not sure why it says 32gb above.I received this card to use in my 2013 MacBook Air for extra storage. I liked that the speeds were up to 30 MB/s. I figured there would be a little bit of a fudge factor but not this much.While I can consistently get almost 45 MB/s read speeds, the write speeds were only around 10.5 MB/s.I guess you could average these together but I don't think that's really the point. :-)I didn't see a review that dealt with this specifically so hopefully this will help someone else out in the future.Update: Only now did I go back and read the tiny print that ""Write speeds may be slower"". Well, that is obvious now but I think 1/4 of the speed is a lot slower.",3,Speeds are a little misleading - Nowhere near 30 MB/s on write speeds,1378684800,9/9/2013,455,0,0
A2PSFFLMXCE516,B007WTAJTO,J. Parnell,"[0, 0]","After I put this card in my new S4, my camera would hang and just not respond to anything. Some apps also stopped working.  I put in my old 16GB card and everything worked fine.",1,Didn't work for Samsung Galaxy S4,1369699200,5/28/2013,559,0,0
A1P4XD7IORSEFN,B007WTAJTO,"J. R. O. Neal ""Islidur""","[0, 0]",It stores data and does a good job at it. What else can you say about something that has become so common place in today's world?,3,An SD,1399593600,9/5/2014,94,0,0
A3U4PNM7SJOSJI,B007WTAJTO,J. Roseboom,"[0, 0]","I thought buying this directly from amazon would guarantee me an ""authentic"" sandisk.  Honestly, I'm not sure if I got an ""authentic"" one or not, but it's failed within 6 months.  Either it's not authentic or sandisk has really dropped the ball on quality.  P.s. it's made in CHINA - if that tells you anything.",1,Failed after 6 months,1371340800,6/16/2013,540,0,0
ABKPO79E6LKDV,B007WTAJTO,"J. Ryan ""luzzo""","[0, 1]","Sadly I missed the return window by a couple of days.  this card got flaky in my galaxy note 2, a little google research and it appears this is a very well known and widespread issue with these class 10 32gb cards.  Avoid until it's fixed.",1,Known issue with these... do not buy for smartphone.,1360627200,12/2/2013,371,0,1
A17BFAWMKKH6BE,B007WTAJTO,J.S.,"[2, 2]","Despite the Class 10 rating, this card has much slower write speeds than some others and there are numerous examples online of it not being fast enough to work with the high resolution video from the GoPro Hero 3 Black Edition. If you're using that camera, choose one of the cards recommended on their site.",1,Does Not Work Well with GoPro Hero 3 Black Edition,1378252800,4/9/2013,608,2,2
A26EV4N5X1M1XO,B007WTAJTO,J. Smith,"[0, 1]","This died so fast and I barely used it.  in fact, I did not even put anything on it and it died.  My pad recognized it for a few weeks, but when I went to put stuff on it, it was dead.Complete garbage, stay away.",1,Terrible,1390089600,1/19/2014,323,0,1
A3QRD8OA83RPWL,B007WTAJTO,"Juan A. Almada Jr. ""Juan""","[0, 0]",I purchased this product a few months back as a replacement for another 32GB Sandisk memory card that wasn't even a year old that ceased to work. After using this memory card for a few months I started having the same problem where the card randomly stops working or is not even recognized by my Galaxy S3 phone. I tried plugging it into my computer with the provided adapter and it seldom gets recognized. This card is not worth the money for it will not last. Buy PNY or any other brand. Sandisk has lost a customer.03/12/2013 - Amazon.com rocks! They refunded the full amount of the purchase! Kudos to them!,3,Do not buy this product! Edited 03/12/13,1362960000,11/3/2013,400,0,0
APZ3EOZT402PQ,B007WTAJTO,"Juan P. Bretti Mandarano ""Juan Pedro""","[0, 0]","This is a great speed card.More than 20 MB/sec. Works perfect on my Android device Samsung Galaxy SII (GT-I9100). Also works perfect using CyanongenMod 10.1.The only downside: the price. Is an expensive card.I use it for music playback, like PowerAmp, Spotify and Rdio. Works flawless.",3,Expensive but fast,1360454400,10/2/2013,432,0,0
A3PS1TRV26VO8A,B007WTAJTO,Juggy1337,"[0, 0]","I was using mine in a GoPro Hero 3.  The card just broke for no reason.  There is controversy weather its the GoPro or SanDisk, but after doing some Google research it seems that its more of SanDisk's fault as these SD cards also fail (or used to) in varies Samsung devices (phones / tablets).  Amazon sent me a replacement, so no harm done, but for the money you would expect something top notch.GoPro users (on the support forums) recommend getting 2x32GB SD cards, which have not had any issues as far as anyone knows.  The worst part is losing important content, I was lucky, I copied my movies from the SD card onto a HD on my PC.  Others not so lucky.",1,Some of these just die on you !,1374019200,7/17/2013,509,0,0
A3SRJ2JNFHWQBZ,B007WTAJTO,"Justin Cordoza ""Eco D.""","[0, 0]","I purchased this for my gopro hero 3 and it worked ok for a while, then suddenly the camera would only record about 10 seconds at a time.  After reading some forums online, I was prompted to swap this Sandisk out for a Samsung card.  All of my problems went away!  I still use this card for random storage, but I won't use it in a camera again.",1,Don't use in your GoPro,1386892800,12/13/2013,360,0,0
A1EWQ5Y6HHSJGX,B007WTAJTO,"J. Watts ""JLW""","[0, 0]",The 64gb version does not seem as reliable as the lower gb versions. I have had to reformat this card twice .. a real nuisance. When its working .. it does well.,3,Reliability Issues,1386460800,8/12/2013,483,0,0
A33I94Z5A904LH,B007WTAJTO,"Karl Alexander Monzon ""Karl  Monzn""","[1, 1]",It Failed. It only worked 3 months.I used it in a Galaxy S3 phone. It seems that this brand has an issue with this model.I lost the information.,1,Didn't pass the time test.,1383868800,8/11/2013,484,1,1
A16UBZOIW2OJG5,B007WTAJTO,Ken,"[0, 1]","I have lately purchased two micro-SD card one Sandisk Ultra 64GB microSDXC and 1 Sandisk Extreme Pro microSDHC 16GB. The first one claim 30MB/s the second claims 90-95MB/s. I 5 tests on my Galaxy Note 2 and 3 different benchmark test on my computer using USB 3.0 card reader. I can only get 7-8MB/s (this not even class 10, let alone UHS-1). I even did real world testing by copy a large set of data (2GB of photo).The result is no different. I do own Sandisk extreme SDHC card on my T3i and I do get 65MB/s of transfer rate. I strongly recommend consumers to test their premium (UHS-1) microSD. I felt very disappointed on Sandisk. I will try other brand like Samsung, Patriot or Lexar.",1,Very unethical to claim 30MB/s. False advertisement,1357689600,9/1/2013,463,0,1
A2IZ5PMVWO5U9T,B007WTAJTO,Kenneth Castro,"[1, 2]",This doesn't work on the galaxy note 10.1. It is getting detected however it is not being utilized by the note 10.1.,1,Not working,1353628800,11/23/2012,745,1,2
A2NC5V77AD5O2Q,B007WTAJTO,Kenneth Shill,"[0, 0]",Some reason this card (and a replacement card) did not work with my GoPro Hero 3+.....therefore I could only give the card a 3* instead of a 5......ive also read that many people are having the same problem with ALL brands of micro SD 64 gb cards.,3,This did not work with my GoPro Hero 3+,1396915200,8/4/2014,126,0,0
AIATBRWAEKYST,B007WTAJTO,"K. Gross ""S.F. Magician""","[0, 0]","Card has failed several times in the phone I installed it in. I purchased it for the phone where it has resided for a month. In that time, it has required reformatting three times which makes its utility useless as a storage device.",1,Constantly requires reformatting therefore useless,1369008000,5/20/2013,567,0,0
A2W7KDU0I8JNU,B007WTAJTO,k,"[0, 0]","I was a little disappointed since it came without a box. So, where do I leave the adapter while the card is in the camera?",3,Comes without a box.,1360972800,2/16/2013,660,0,0
A28UTBP2MDT2Q0,B007WTAJTO,kj,"[0, 0]","I connected it to my galaxy S4, but every now and then (once or twice a week) it will eject from my phone and the phone will need to re read the card. It's not a big issue, but when it happens you may need to wait like 4 min for your files.It happens a lot less now that i dont use the powersaving funtion. Something about the powersaving on the phone seems to not deliver enough power to the card.",3,Works For the Most part,1388188800,12/28/2013,345,0,0
A3Q5L4RYRNA9B,B007WTAJTO,K. Rodriguez,"[0, 0]","This card only lasted two weeks before it began giving read errors. I used it in a dash cam and no matter how many times I formatted, it would only record for about a minute before failing again. I picked up a PNY card since and it has worked beautifully. Unfortunately, I've been swamped and forgot to return this card before my 30 days. Not happy about that!",1,Failed after 2 weeks of minimal use.,1376006400,9/8/2013,456,0,0
A1VY7VIERI0RKS,B007WTAJTO,KY,"[0, 0]","I bought two pieces and they were working well, but after filling one of them with videos, the entire card just failed. I was unable to reformat it, even by using Partition Magic. Otherwise the other one is working just fine.",3,Bought two of these but one was faulty,1356825600,12/30/2012,708,0,0
A1C1U3RRUZ138Z,B007WTAJTO,"L7 ""Tech Head""","[1, 1]","I bought this for my Android phone and it kept stating ""media scanning"" over and over, even when the device was on or not even restarted. I thought it was the phone and was so annoyed. Then did a search and found that several others got a duds from this same batch off amazon. So not only did I pay for this, now I have a useless 32gb card that refuses to hold music on my phone, or anywhere else. I loaded a 4gb card in the same device and it only scans media when restarted and does not lag at all. The phone can hold up to 32 gb too. If you don't believe me, go onto the Sandisk message boards and look. It's a dud. So disappointing.",1,"Terrible, Dud",1374969600,7/28/2013,498,1,1
APRGEWSO0H82G,B007WTAJTO,"Laron Taylor ""laronvonbaron""","[0, 0]",I have a problem with the size of these mini cards --they are hard to hold on to  and get in and out of my drift cameras they get stuck all the time,3,AS EXPECTED,1377648000,8/28/2013,467,0,0
A2F8REWIZ7CYCP,B007WTAJTO,Larry,"[0, 0]","I owned one of these for a year before it lost its ability to write to itself. This was very disappointing, but not a deal breaker for me because San Disk products are usually built to last. I believe I just received a bad one from the batch that mine came from.",3,It should have lasted much longer,1387065600,12/15/2013,358,0,0
A352ZF9RRJ7FMR,B007WTAJTO,Lateef,"[0, 0]","trash quality, broke and corrupted my data on two different cards",1,One Star,1404172800,1/7/2014,335,0,0
A2AVY1038B8KT2,B007WTAJTO,"Lewis A. Shepard ""Rollingwood Guitars""","[0, 0]",I got a Samsung Galaxy Tab 7 2 and I got this to increase memory. I had hoped to transfer files from my MacBook but it will not recognize the memory card. I need to go to the Apple Genius bar to see if they can figure it out.,3,I don't know how useful it will be,1363737600,3/20/2013,628,0,0
A23N28VWUZK9CA,B007WTAJTO,L. F. Hunter,"[2, 2]","This card continually unmounted in my S4. It was really painful, when I remounted the card I sometimes retrieved my files, sometimes not. I have to say, though, that a card test in my PC, using Crucial diagnostics, went fine. My gut feel is that the card overheats, and shuts down in the S4, although I have no proof of this. What I do know is that it didn't work for me, and many others (google it). Naturally, Amazon refunded me the purchase cost when I returned the card, gotta love Amazon.I now have a Samsung 64g card, and no problems so far. I like Sandisk, but there's a compatibility problem here with the S4.",1,Did not work with my Samsung S4,1372291200,6/27/2013,529,2,2
